CNTYVTD,VTDKEY,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
0390023,1137,1490,621,25
0390024,1138,477,169,3
0390025,1139,616,201,6
0390026,1140,1033,916,10
0390027,1141,792,699,10
0390028,1142,1218,857,20
0390029,1143,716,1314,12
0390030,1144,1458,360,14
0390031,1145,528,101,3
0390032,1146,1126,281,5
0390033,1147,755,329,4
0390034,1148,955,337,6
0390035,1149,785,157,2
0390036,1150,847,513,11
0390037,1151,914,610,11
0390038,1152,287,100,4
0390039,1153,919,466,18
0390040,1154,724,408,6
0390041,1155,489,682,6
0390042,1156,217,112,2
0390043,1157,1535,678,20
0390044,1158,1006,1512,13
0390045,1159,1371,550,24
0390046,1160,1677,985,29
0390047,1161,843,591,11
0390048,1162,828,497,11
0390049,1163,778,132,1
0390050,1164,630,1656,18
0390051,1165,1575,567,18
0390052,1166,1173,574,16
0390053,1167,277,879,8
0390054,1168,640,1105,13
0390055,1169,1158,497,8
0390056,1170,1643,754,19
0390057,1171,473,125,4
0390058,1172,833,884,9
0390059,1173,322,867,8
0390060,1174,1311,1524,19
0390061,1175,494,220,3
0390062,1176,847,1320,16
0390063,1177,468,1662,16
0390064,1178,124,146,0
0390065,1179,884,508,4
0390066,1180,351,914,8
0390067,1181,386,1053,11
0390068,1182,250,541,6
0390069,1183,431,1113,9
0390070,1184,361,773,8
0390071,1185,149,407,2
0390072,1186,310,831,6
0390073,1187,255,165,3
0390074,1188,145,50,2
0390075,1189,1191,437,13
0390076,1190,576,167,7
0390077,1191,1249,566,17
0390078,1192,454,563,5
0390079,1193,99,129,1
0390080,1194,931,299,7
0410001,1195,977,250,13
0410002,1196,1226,464,17
0410003,1197,321,182,6
0410004,1198,62,526,1
0410005,1199,851,215,8
0410006,1200,491,91,6
0410007,1201,523,105,3
0410008,1202,344,516,11
0410009,1203,379,420,4
0410010,1204,1233,863,30
0410011,1205,510,711,21
0410012,1206,1486,1038,38
0410013,1207,643,431,10
0410014,1208,254,685,8
0410015,1209,689,363,8
0410016,1210,102,333,2
0410017,1211,611,836,17
0410018,1212,26,194,2
0410019,1213,52,66,1
0410020,1214,765,1347,20
0410021,1215,268,571,6
0410022,1216,60,101,0
0410023,1217,31,5,1
0410024,1218,638,690,13
0410025,1219,45,345,5
0410026,1220,1243,592,14
0410027,1221,1343,327,9
0410028,1222,208,31,1
0410029,1223,333,191,5
0410030,1224,458,580,5
0410031,1225,806,828,22
0410032,1226,82,125,1
0410033,1227,215,482,8
0410034,1228,369,589,17
0410035,1229,784,1461,17
0410036,1230,943,943,32
0410037,1231,71,11,1
0410038,1232,9,100,0
0410039,1233,556,452,8
0410040,1234,1340,843,24
0410041,1235,602,260,8
0410042,1236,0,0,0
0410043,1237,3,13,0
0410044,1238,57,10,0
0410045,1239,47,16,0
0410046,1240,96,72,4
0410047,1241,103,85,4
0410048,1242,101,30,1
0410049,1243,39,148,0
0410050,1244,3,1,0
0410051,1245,0,0,0
0410052,1246,9,2,1
0410053,1247,0,1,0
0410054,1248,318,74,1
0410055,1249,581,771,17
0410056,1250,6,2,0
0410057,1251,28,73,0
0410058,1252,208,148,2
0410059,1253,12,3,0
0410060,1254,82,10,0
0410061,1255,30,9,0
0410062,1256,577,359,10
0410063,1257,712,320,10
0410064,1258,1591,696,17
0410065,1259,75,17,0
0410066,1260,532,278,5
0410067,1261,76,48,2
0410068,1262,0,0,0
0410069,1263,1108,630,9
0410070,1264,251,222,4
0410071,1265,60,17,0
0410072,1266,7,6,0
0410073,1267,1175,444,20
0410074,1268,341,658,7
0410075,1269,464,745,17
0410076,1270,929,758,17
0410077,1271,107,78,4
0410078,1272,112,18,2
0410079,1273,21,20,1
0410080,1274,1396,676,24
0410081,1275,25,15,1
0410082,1276,159,55,2
0410083,1277,3,0,0
0410084,1278,1,0,0
0410085,1279,0,0,0
0410087,1280,0,0,0
0410088,1281,1253,569,21
0410089,1282,2,1,0
0410089,1283,0,0,0
0410090,1284,0,0,0
0410091,1285,1,1,0
0410091,1286,2,1,0
0410092,1287,0,0,0
0410093,1288,0,0,0
0410094,1289,0,0,0
0410095,1290,0,0,0
0410096,1291,2,0,0
0410097,1292,0,0,0
0410098,1293,2,1,0
0410099,1294,0,0,0
0410100,1295,632,349,6
0410101,1296,16,3,0
0410102,1297,1,0,0
0410103,1298,341,72,2
0410105,1299,15,12,0
0410106,1300,166,111,4
0410107,1301,144,65,2
0410108,1302,0,0,0
0410109,1303,0,0,0
0430001,1304,636,447,25
0430002,1305,320,446,12
0430003,1306,116,131,6
0430004,1307,479,496,7
0430005,1308,25,52,1
0430006,1309,171,216,1
0430007,1310,12,55,1
0430008,1311,120,304,7
0450001,1312,80,9,0
0450002,1313,145,19,0
0450003,1314,136,12,1
0450004,1315,169,22,1
0450006,1316,23,7,0
0470001,1317,113,342,1
0470002,1318,157,332,0
0470003,1319,64,266,3
0470004,1320,154,374,0
047003,1321,55,62,0
0490101,1322,1090,196,3
0490105,1323,829,130,9
0490109,1324,157,15,1
0490113,1325,890,143,6
0490202,1326,453,123,5
0490204,1327,454,174,3
0490212,1328,439,47,3
0490214,1329,347,52,3
0490215,1330,153,8,1
0490303,1331,407,90,5
0490306,1332,920,103,5
0490307,1333,365,46,1
0490308,1334,311,22,3
0490316,1335,139,12,0
0490318,1336,831,118,7
0490410,1337,1196,131,3
0490411,1338,411,146,6
0490417,1339,999,115,7
0510113,1340,376,53,1
0510114,1341,727,247,11
0510203,1342,196,52,8
0510204,1343,266,43,0
0510207,1344,168,86,2
0510211,1345,511,111,2
0510215,1346,182,42,1
0510301,1347,644,171,4
0510305,1348,290,63,1
0510308,1349,219,60,1
0510309,1350,393,80,2
0510406,1351,330,226,3
0510410,1352,777,193,9
0530001,1353,784,161,10
0530002,1354,1145,418,15
0530003,1355,423,193,10
0530004,1356,1043,431,19
0530005,1357,497,201,4
0530006,1358,281,101,6
0530007,1359,329,86,8
0530008,1360,590,140,2
0530009,1361,1311,351,18
0530010,1362,674,186,5
0530011,1363,209,33,4
0530012,1364,758,225,13
0530013,1365,405,132,9
0530014,1366,280,55,2
0530015,1367,339,100,5
0530016,1368,257,59,1
0530017,1369,899,199,7
0530018,1370,463,196,7
0530019,1371,1782,566,21
0530020,1372,1390,611,21
0550100,1373,140,199,5
0550101,1374,174,225,2
0550102,1375,260,120,3
0550103,1376,696,706,13
0550104,1377,237,132,2
0550108,1378,146,241,3
0550111,1379,307,275,4
0550201,1380,292,181,3
0550202,1381,406,201,6
0550203,1382,473,189,8
0550204,1383,561,184,5
0550205,1384,158,35,1
0550206,1385,255,182,4
0550300,1386,192,214,6
0550301,1387,196,229,7
0550302,1388,225,256,5
0550303,1389,251,193,5
0550305,1390,150,102,1
0550306,1391,141,162,2
0550400,1392,199,156,3
0550401,1393,106,292,5
0550402,1394,179,363,4
0550404,1395,237,277,7
0550405,1396,166,113,3
0570001,1397,191,333,5
0570002,1398,267,151,2
0570003,1399,217,64,1
0570004,1400,262,295,3
0570005,1401,732,247,5
0570006,1402,87,68,0
0570007,1403,711,364,9
0570008,1404,274,46,5
0570009,1405,318,101,3
0570010,1406,624,130,11
0570011,1407,515,75,3
0590001,1408,467,73,7
0590002,1409,886,157,5
0590003,1410,966,138,8
0590004,1411,802,58,5
0590005,1412,75,7,0
0590006,1413,413,63,4
0590007,1414,240,33,3
0590008,1415,524,81,8
0610001,1416,266,325,7
0610002,1417,165,107,0
0610003,1418,643,927,8
0610004,1419,455,622,8
0610005,1420,378,663,10
0610006,1421,59,272,3
0610007,1422,317,509,3
0610008,1423,35,139,2
0610009,1424,180,695,11
0610010,1425,134,544,3
0610011,1426,153,468,8
0610012,1427,355,635,3
0610013,1428,59,166,2
0610014,1429,213,577,8
0610015,1430,256,610,13
0610016,1431,116,140,3
0610017,1432,350,820,7
0610018,1433,280,563,4
0610019,1434,211,425,9
0610020,1435,256,250,1
0610021,1436,88,199,1
0610022,1437,238,555,7
0610023,1438,50,37,0
0610024,1439,98,321,0
0610025,1440,95,183,2
0610026,1441,345,443,7
0610027,1442,239,682,4
0610028,1443,434,405,7
0610029,1444,492,402,6
0610030,1445,283,214,5
0610031,1446,48,73,3
0610032,1447,489,567,9
0610033,1448,71,148,2
0610034,1449,401,298,5
0610035,1450,319,290,6
0610036,1451,426,536,4
0610037,1452,129,532,8
0610038,1453,153,232,2
0610039,1454,126,279,1
0610040,1455,306,569,10
0610041,1456,395,1014,8
0610042,1457,96,283,2
0610043,1458,123,261,1
0610044,1459,900,755,11
0610045,1460,127,500,3
0610046,1461,379,960,11
0610047,1462,174,455,3
0610048,1463,296,636,12
0610049,1464,481,591,3
0610050,1465,355,411,4
0610051,1466,132,223,2
0610052,1467,735,475,8
0610053,1468,176,737,9
0610054,1469,527,1316,13
0610055,1470,533,784,12
0610056,1471,450,432,5
0610057,1472,37,70,1
0610058,1473,431,463,6
0610059,1474,101,121,3
0610060,1475,107,260,2
0610061,1476,289,665,6
0610062,1477,307,819,8
0610063,1478,187,544,7
0610064,1479,74,72,1
0610065,1480,306,478,4
0610066,1481,502,554,4
0610067,1482,926,679,13
0610068,1483,134,532,5
0610069,1484,229,856,11
0610070,1485,66,268,1
0610071,1486,216,859,12
0610072,1487,388,884,14
0610073,1488,492,1159,8
0610074,1489,368,985,11
0610075,1490,197,769,8
0610076,1491,394,936,8
0610077,1492,166,628,12
0610078,1493,579,681,9
0610079,1494,619,695,6
0610080,1495,677,633,10
0610081,1496,360,366,2
0610082,1497,151,477,6
0610083,1498,288,399,3
0610084,1499,491,469,9
0610085,1500,601,546,10
0610086,1501,122,348,5
0610087,1502,448,410,3
0610088,1503,294,710,5
0610089,1504,165,221,1
0610090,1505,87,103,2
0610091,1506,117,255,1
0610092,1507,25,45,1
0610093,1508,38,85,1
0610094,1509,152,285,4
0610095,1510,46,89,1
0610096,1511,762,615,5
0610097,1512,56,192,2
0610098,1513,466,1178,19
0610099,1514,63,75,1
0610100,1515,322,757,4
0610101,1516,138,280,4
0631001,1517,675,272,5
0632002,1518,920,246,8
0633003,1519,420,374,8
0634004,1520,734,227,3
0650101,1521,275,31,1
0650102,1522,50,0,0
0650103,1523,207,36,2
0650201,1524,555,63,8
0650301,1525,357,40,7
0650302,1526,172,19,0
0650401,1527,397,51,4
0650402,1528,172,4,0
0670001,1529,1336,326,8
0670002,1530,175,53,2
0670004,1531,319,95,2
0670005,1532,380,87,2
0670006,1533,248,30,2
0670007,1534,776,208,3
0670009,1535,412,151,1
0670011,1536,251,99,1
0670012,1537,307,123,3
0670014,1538,1071,193,8
0670015,1539,199,24,0
0670016,1540,229,26,1
0670017,1541,1253,231,7
0670018,1542,286,15,1
0670019,1543,227,23,0
0670021,1544,141,14,2
067013,1545,423,306,2
067020,1546,115,20,0
0690101,1547,120,99,1
0690105,1548,42,18,0
0690201,1549,194,105,1
0690206,1550,67,12,0
0690301,1551,313,90,3
0690307,1552,75,7,0
0690401,1553,77,41,1
0690408,1554,331,22,4
0710001,1555,290,58,3
0710002,1556,255,145,5
0710003,1557,164,106,3
0710004,1558,1796,253,15
0710005,1559,1211,199,13
0710006,1560,689,213,4
0710007,1561,941,204,5
0710008,1562,859,139,6
0710009,1563,151,30,3
0710010,1564,589,91,2
0710011,1565,936,299,7
0710012,1566,505,191,8
0710013,1567,0,0,0
0710014,1568,330,97,2
0710015,1569,664,453,9
0710016,1570,928,150,8
0710017,1571,355,58,3
0710018,1572,635,102,5
0710019,1573,848,138,8
0730012,1574,537,123,3
0730013,1575,561,60,1
0730014,1576,742,67,4
0730015,1577,1179,454,12
0730022,1578,284,80,3
0730023,1579,530,70,7
0730024,1580,705,242,7
0730025,1581,418,85,5
0730026,1582,383,166,4
0730027,1583,489,152,4
0730028,1584,302,34,0
0730032,1585,392,65,0
0730033,1586,713,188,4
0730034,1587,702,97,4
0730035,1588,461,124,9
0730036,1589,820,157,6
0730037,1590,130,74,2
0730038,1591,86,84,2
0730042,1592,108,362,4
0730043,1593,293,209,9
0730044,1594,700,84,6
0730045,1595,284,114,2
0730046,1596,364,62,2
0730047,1597,119,11,1
0730048,1598,319,36,2
0750101,1599,462,78,3
0750201,1600,402,42,3
0750301,1601,245,50,1
0750401,1602,416,64,1
0770001,1603,446,84,10
0770006,1604,194,45,2
0770008,1605,439,77,8
0770009,1606,175,33,4
0770010,1607,151,21,1
0770011,1608,446,41,2
0770012,1609,164,30,0
0770013,1610,76,14,1
0770014,1611,95,13,0
0770015,1612,133,30,1
0770017,1613,505,88,1
0770020,1614,254,11,0
0770024,1615,169,14,1
0770026,1616,102,11,0
0770027,1617,222,28,0
0770032,1618,139,7,0
0790101,1619,125,28,2
0790202,1620,207,48,2
0790303,1621,36,1,0
0790306,1622,97,38,1
0790404,1623,76,25,0
0810001,1624,283,26,7
0810002,1625,349,30,1
0810003,1626,287,41,1
0810004,1627,225,39,1
0810004,1628,6,1,0
0830001,1629,710,68,2
0830002,1630,515,92,3
0830003,1631,569,76,4
0830004,1632,754,91,6
083002,1633,211,24,1
0850001,1634,860,867,22
0850002,1635,1015,1112,16
0850003,1636,158,709,5
0850004,1637,690,321,9
0850005,1638,469,275,12
0850006,1639,408,441,11
0850007,1640,418,428,11
0850008,1641,994,377,8
0850009,1642,803,611,21
0850010,1643,334,89,6
0850011,1644,1638,514,22
0850012,1645,757,459,7
0850013,1646,374,125,9
0850014,1647,630,1008,12
0850015,1648,409,470,10
0850016,1649,1088,543,21
0850017,1650,930,630,15
0850018,1651,366,92,3
0850019,1652,595,484,13
0850020,1653,417,140,5
0850021,1654,1304,1368,33
0850022,1655,1690,448,14
0850023,1656,280,913,10
0850024,1657,364,817,7
0850025,1658,1048,1120,13
0850026,1659,286,319,2
0850027,1660,823,701,15
0850028,1661,929,957,17
0850029,1662,640,322,8
0850030,1663,1590,1275,34
0850031,1664,809,659,14
0850032,1665,870,766,18
0850033,1666,1563,640,15
0850034,1667,1022,1574,16
0850035,1668,666,171,6
0850036,1669,781,529,8
0850037,1670,922,173,9
0850038,1671,182,218,2
0850039,1672,669,982,16
0850040,1673,1350,811,22
0850041,1674,1143,534,12
0850042,1675,630,248,9
0850043,1676,883,977,14
0850044,1677,314,375,9
0850045,1678,987,641,12
0850046,1679,545,922,17
0850047,1680,738,821,24
0850048,1681,1017,1147,19
0850049,1682,878,637,13
0850050,1683,402,1009,10
0850051,1684,266,562,9
0850052,1685,608,1444,10
0850053,1686,810,681,23
0850054,1687,642,1038,23
0850055,1688,750,1383,25
0850056,1689,1025,718,16
0850057,1690,1331,1151,28
0850058,1691,919,1095,12
0850059,1692,1304,1023,16
0850060,1693,1021,463,13
0850061,1694,645,488,10
0850062,1695,677,827,23
0850063,1696,819,612,12
0850064,1697,742,850,18
0850065,1698,375,358,8
0850066,1699,619,640,16
0850067,1700,756,801,12
0850068,1701,556,575,8
0850069,1702,1253,1218,20
0850070,1703,728,545,14
0850071,1704,594,597,7
0850072,1705,525,430,14
0850073,1706,358,647,5
0850074,1707,562,579,14
0850075,1708,950,692,16
0850076,1709,1158,1025,18
0850077,1710,862,1202,10
0850078,1711,801,961,21
0850079,1712,706,732,10
0850080,1713,1046,1042,16
0850081,1714,735,998,19
0850082,1715,733,801,16
0850083,1716,1329,734,15
0850084,1717,731,751,9
0850085,1718,781,1030,15
0850086,1719,926,877,15
0850087,1720,835,1101,11
0850088,1721,242,822,11
0850089,1722,885,1073,13
0850090,1723,1264,837,12
0850091,1724,692,725,14
0850092,1725,804,926,16
0850093,1726,127,23,1
0850094,1727,1119,1433,19
0850095,1728,854,994,28
0850096,1729,262,332,6
0850097,1730,690,280,4
0850098,1731,427,281,0
0850099,1732,66,75,3
0850100,1733,8,5,0
0850101,1734,1069,1048,18
0850102,1735,1132,596,12
0850103,1736,264,405,6
0850104,1737,318,848,10
0850105,1738,18,12,0
0850106,1739,589,557,19
0850107,1740,998,1127,14
0850108,1741,773,1004,13
0850109,1742,1205,1059,14
0850110,1743,878,848,19
0850111,1744,699,498,5
0850112,1745,929,959,13
0850113,1746,910,897,24
0850114,1747,641,223,7
0850115,1748,876,1051,11
0850116,1749,1591,1428,13
0850117,1750,1127,1210,18
0850118,1751,1502,1091,19
0850119,1752,804,769,6
0850120,1753,1242,988,26
0850121,1754,569,1127,7
0850122,1755,2022,1050,24
0850123,1756,697,593,5
0850124,1757,825,950,12
0850125,1758,1233,1739,27
0850126,1759,1356,1252,27
0850127,1760,1034,1092,20
0850128,1761,1331,503,17
0850129,1762,1223,1065,9
0850130,1763,1016,1218,17
0850131,1764,1246,786,18
0850132,1765,767,968,6
0850133,1766,660,638,17
0850134,1767,1170,1482,17
0850135,1768,1030,1313,20
0850136,1769,690,591,5
0850137,1770,686,565,4
0850138,1771,712,553,13
0850139,1772,1001,1451,13
0850140,1773,1843,976,22
0850141,1774,1005,1106,16
0850142,1775,873,999,12
0850143,1776,746,524,3
0850144,1777,897,765,14
0850145,1778,422,535,9
0850146,1779,1244,1367,29
0850147,1780,510,513,7
0850148,1781,118,107,2
0850149,1782,1349,1086,21
0850150,1783,370,269,1
0850151,1784,411,534,8
0850152,1785,12,38,0
0850153,1786,1441,1288,18
0850154,1787,482,82,5
0850155,1788,848,679,10
0850156,1789,1115,954,10
0850157,1790,1118,1235,9
0850158,1791,625,840,8
0850159,1792,892,1056,19
0850160,1793,192,29,1
0850161,1794,121,65,5
0850162,1795,143,27,1
0850163,1796,423,425,9
0850164,1797,482,321,2
0850165,1798,373,237,6
0850166,1799,1180,1150,15
0850167,1800,1153,1673,22
0850168,1801,759,395,17
0850169,1802,823,957,18
0850170,1803,636,399,12
0850171,1804,626,599,7
0850172,1805,349,199,7
0850173,1806,282,139,3
0850174,1807,1210,1013,25
0850175,1808,603,398,11
0850176,1809,618,1079,17
0850177,1810,536,491,8
0850178,1811,948,323,7
0850179,1812,2403,894,23
0850180,1813,646,652,16
0850181,1814,542,314,5
0850182,1815,867,828,8
0850183,1816,48,9,0
0850184,1817,711,649,11
0850185,1818,19,14,0
0850186,1819,54,7,0
0850187,1820,240,35,3
0850188,1821,34,6,0
0850189,1822,364,60,2
0850190,1823,34,8,1
0850191,1824,159,45,0
0850192,1825,746,209,8
0850193,1826,383,99,5
0850194,1827,14,3,0
0850195,1828,416,107,11
0850196,1829,580,435,14
0850197,1830,279,454,6
0850198,1831,60,17,0
0850199,1832,645,224,6
0850200,1833,489,224,7
0850201,1834,0,0,0
0850202,1835,0,0,0
0850203,1836,1245,698,18
0850204,1837,145,87,4
0850205,1838,14,3,0
0850206,1839,588,356,4
0850207,1840,1241,910,28
0850208,1841,564,291,7
0850209,1842,266,237,1
0850210,1843,405,576,6
0850211,1844,932,937,20
0850212,1845,402,479,8
0850213,1846,880,972,16
0850214,1847,1663,505,10
0850215,1848,678,320,7
0850216,1849,896,418,11
0850217,1850,665,394,14
0850218,1851,1012,1043,9
0850219,1852,848,718,14
0850220,1853,626,801,5
0850221,1854,1751,982,23
0850222,1855,818,966,10
0850223,1856,643,522,8
0850224,1857,820,327,8
0850225,1858,902,1171,10
0850226,1859,1199,1221,18
0850227,1860,1183,1273,21
0850228,1861,827,631,24
0850229,1862,305,244,6
0850230,1863,1400,1692,21
0850231,1864,557,617,7
0850232,1865,908,637,15
0850233,1866,487,269,8
0850234,1867,185,244,0
0850235,1868,517,623,8
0850236,1869,905,570,10
0850237,1870,387,459,7
0850238,1871,767,767,14
0850239,1872,1630,650,12
0850240,1873,779,265,13
0850241,1874,568,618,8
0850242,1875,194,239,1
0850243,1876,414,189,5
0850244,1877,646,839,10
0850245,1878,939,679,9
0850246,1879,958,921,8
0850247,1880,966,362,10
0850248,1881,243,313,3
0850249,1882,935,543,18
0850250,1883,519,660,6
0850251,1884,502,227,4
0850252,1885,561,184,3
0870101,1886,257,37,2
0870201,1887,135,20,2
0870202,1888,25,2,0
0870301,1889,156,18,0
0870302,1890,28,3,0
0870401,1891,159,24,1
0870402,1892,54,9,0
0890101,1893,831,323,3
0890102,1894,136,32,1
0890103,1895,303,51,1
0890201,1896,1351,351,13
0890202,1897,274,50,1
0890302,1898,620,103,1
0890303,1899,344,52,0
0890304,1900,273,47,1
0890305,1901,806,220,6
0890401,1902,183,84,0
0890402,1903,658,512,6
0910101,1904,1606,858,26
0910102,1905,1951,461,18
0910103,1906,1871,527,22
0910104,1907,1034,325,21
0910105,1908,1880,581,20
0910106,1909,1535,374,14
0910107,1910,956,299,11
0910108,1911,809,262,17
0910109,1912,830,208,8
0910109,1913,9,2,0
0910110,1914,1114,316,5
0910201,1915,1408,726,29
0910202,1916,700,327,8
0910202,1917,0,0,0
0910203,1918,1913,638,18
0910204,1919,1654,491,21
0910205,1920,2289,867,26
0910206,1921,1080,301,16
0910207,1922,1408,414,9
0910208,1923,1804,523,25
0910208,1924,31,12,0
0910208,1925,7,2,0
0910208,1926,46,12,0
0910301,1927,849,935,21
0910301,1928,0,0,0
0910302,1929,820,534,29
0910303,1930,212,266,2
0910304,1931,803,570,13
0910305,1932,832,441,12
0910306,1933,509,316,13
0910307,1934,401,284,5
0910308,1935,840,531,13
0910401,1936,1257,568,18
0910402,1937,1570,581,29
0910403,1938,1517,435,12
0910404,1939,1504,477,15
0910405,1940,1524,426,19
0910405,1941,3,0,0
0910405,1942,8,2,0
0910406,1943,1912,814,18
0910407,1944,2201,711,38
0910408,1945,1382,413,15
0930001,1946,671,121,4
0930002,1947,642,136,4
0930004,1948,44,11,1
0930005,1949,294,56,2
0930006,1950,199,35,0
0930007,1951,139,25,1
0930009,1952,100,15,0
0930010,1953,182,41,0
0930011,1954,243,67,4
0930012,1955,818,213,4
0930013,1956,114,22,1
0930014,1957,58,13,1
0930015,1958,239,26,5
0930016,1959,57,0,3
0950101,1960,220,37,4
0950102,1961,44,8,1
0950203,1962,91,4,0
0950204,1963,51,12,0
0950205,1964,74,21,1
0950306,1965,124,43,2
0950407,1966,63,0,0
0950408,1967,136,38,6
0970001,1968,224,40,1
0970002,1969,521,341,9
0970003,1970,294,41,2
0970004,1971,211,53,5
0970006,1972,1004,121,5
0970007,1973,719,128,4
0970008,1974,426,65,1
0970010,1975,1084,204,10
0970011,1976,1046,246,10
0970012,1977,574,110,7
0970017,1978,292,18,0
0970018,1979,1085,115,10
097001,1980,1284,480,22
0970021,1981,832,70,3
0970022,1982,1171,203,8
0970033,1983,258,39,3
097004,1984,843,271,11
0990101,1985,1187,859,25
0990102,1986,654,94,5
0990103,1987,158,25,0
0990104,1988,1150,742,24
0990205,1989,1103,230,13
0990206,1990,334,367,5
0990207,1991,1002,806,29
0990308,1992,1643,317,12
0990309,1993,305,42,2
0990310,1994,203,48,0
0990311,1995,21,38,2
0990412,1996,770,559,28
0990413,1997,965,231,11
0990414,1998,230,18,0
0990415,1999,117,20,0
0990416,2000,784,671,14
1010101,2001,136,23,1
1010201,2002,141,30,0
1010301,2003,83,20,1
1010401,2004,98,24,0
1030001,2005,302,49,4
1030002,2006,264,59,0
1030003,2007,141,62,1
1030004,2008,129,43,1
1050001,2009,238,95,1
1050002,2010,220,71,3
1050003,2011,270,72,2
1050004,2012,200,102,2
1070011,2013,177,89,2
1070027,2014,295,124,0
1070039,2015,212,103,1
1070044,2016,294,121,4
1090001,2017,69,139,3
1090002,2018,76,126,1
1090004,2019,55,103,0
109033,2020,14,15,0
109035,2021,83,138,5
1110001,2022,157,16,1
1110002,2023,20,0,0
1110003,2024,7,0,0
1110004,2025,17,0,0
1110005,2026,6,0,0
